sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.mc.d7.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d7	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D12	1.67	5.52	0.003	0.001	0.333	1	0.001	0.048	0.043	0.041	0.039	0.052	0.045	0.043	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d7.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d7	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E12	4.767	4.35	0.005	0.004	0.8	2	0.002	0.048	0.043	0.041	0.039	0.055	0.049	0.045	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d8.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F12	1.687	4.03	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d8.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G12	1.727	3.47	0.002	0.001	0.5	1	0.001	0.048	0.043	0.041	0.039	0.05	0.044	0.042	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d8.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H12	3.819	6.72	0.005	0.003	0.6	3	0.001	0.048	0.043	0.041	0.039	0.054	0.047	0.043	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A12	0.637	34.84	0.001	0	0		0	0.048	0.043	0.041	0.039	0.05	0.044	0.042	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B12	1.665	18.9	0.004	0.001	0.25		0	0.048	0.043	0.041	0.039	0.051	0.043	0.04	0.038	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C12	1.672	5.97	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d4.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D12	1.67	2.82	0.002	0.001	0.5	1	0.001	0.048	0.043	0.041	0.039	0.05	0.044	0.042	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d5.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d5	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E12	3.736	3.99	0.003	0.003	1	1.5	0.002	0.048	0.043	0.041	0.039	0.052	0.047	0.044	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d6.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d6	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F12	0.649	3.96	0.001	0	0		0	0.048	0.043	0.041	0.039	0.049	0.043	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d7.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d7	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G12	2.79	4.37	0.002	0.002	1	-2.88E+14	-6.94E-18	0.048	0.043	0.041	0.039	0.052	0.047	0.043	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d8.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H12	1.712	4.06	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.oral.human.A.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.saliva.A.1	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	A5	0.637	36.58	0.004	0	0		0	0.048	0.043	0.041	0.039	0.053	0.044	0.042	0.04	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.A.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.saliva.A.2	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	B5	1.665	36.38	0.003	0.001	0.333	1	0.001	0.048	0.043	0.041	0.039	0.05	0.043	0.041	0.038	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.A.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.saliva.A.3	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	C5	2.695	33	0.003	0.002	0.667	1	0.002	0.048	0.043	0.041	0.039	0.052	0.046	0.044	0.04	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.B.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	oral	not applicable	human saliva	human.saliva.B	oral.human.saliva.B.1	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	33	years	UBERON:saliva	21.8	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	True	D5	4.749	55.78	0.004	0.004	1	1.333	0.003	0.048	0.043	0.041	0.039	0.051	0.046	0.043	0.038	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.B.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	oral	not applicable	human saliva	human.saliva.B	oral.human.saliva.B.2	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	33	years	UBERON:saliva	21.8	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	True	E5	6.843	46.5	0.007	0.006	0.857	1.5	0.004	0.048	0.043	0.041	0.039	0.055	0.049	0.045	0.039	12201	human oral metagenome	447426	Knight sample set for testing
